vul_id,repo,fixed_commit_sha,target_file,target_func,judgement,comment,vuln_type,CWE,patch_file,patch_func
CVE-2022-3077,torvalds/linux,690b2549b19563ec5ad53e5c82f6a944d910086e,drivers/i2c/i2c-core-smbus.c,i2c_smbus_read_block_data,,,Buffer Overflow,CWE-120,drivers/i2c/busses/i2c-ismt.c,ismt_access
CVE-2022-3115,torvalds/linux,73c3ed7495c67b8fbdc31cf58e6ca8757df31a33,drivers/gpu/drm/vkms/vkms_crtc.c,vkms_atomic_crtc_reset,,,Null Pointer Dereference,CWE-476,drivers/gpu/drm/arm/malidp_crtc.c,malidp_crtc_reset
CVE-2022-3532,torvalds/linux,6e8280b958c5d7edc514cf347a800b23b7732b2b,tools/testing/selftests/bpf/prog_tests/wq.c,serial_test_wq,TP,,Memory Leak,CWE-401,tools/testing/selftests/bpf/prog_tests/tracing_struct.c,test_fentry
CVE-2022-3532,torvalds/linux,6e8280b958c5d7edc514cf347a800b23b7732b2b,tools/testing/selftests/bpf/prog_tests/local_kptr_stash.c,test_refcount_acquire_without_unstash,,,Memory Leak,CWE-401,tools/testing/selftests/bpf/prog_tests/map_kptr.c,test_map_kptr_success
CVE-2022-3543,torvalds/linux,7a62ed61367b8fd01bae1e18e30602c25060d824,net/unix/af_unix.c,unix_release_sock,,,Memory Leak,CWE-401,net/unix/af_unix.c,unix_release_sock
CVE-2022-3564,torvalds/linux,3aff8aaca4e36dc8b17eaa011684881a80238966,net/bluetooth/l2cap_core.c,l2cap_rx_state_srej_sent,,,Use After Free,CWE-362,net/bluetooth/l2cap_core.c,l2cap_rx_state_recv
CVE-2022-3623,torvalds/linux,fac35ba763ed07ba93154c95ffc0c4a55023707f,mm/gup.c,follow_page_pte,,,Race Condition,CWE-362,mm/gup.c,follow_page_pte
CVE-2022-3629,torvalds/linux,7e97cfed9929eaabc41829c395eb0d1350fccb9d,net/vmw_vsock/hyperv_transport.c,hvs_close_lock_held,,,Memory Leak,CWE-401,net/vmw_vsock/af_vsock.c,vsock_connect
CVE-2022-3629,torvalds/linux,7e97cfed9929eaabc41829c395eb0d1350fccb9d,net/vmw_vsock/virtio_transport_common.c,virtio_transport_close,,,Memory Leak,CWE-401,net/vmw_vsock/af_vsock.c,vsock_connect
CVE-2022-3629,torvalds/linux,7e97cfed9929eaabc41829c395eb0d1350fccb9d,net/vmw_vsock/vmci_transport.c,vmci_transport_recv_listen,,,Memory Leak,CWE-401,net/vmw_vsock/af_vsock.c,vsock_connect
CVE-2022-3649,torvalds/linux,d325dc6eb763c10f591c239550b8c7e5466a5d09,fs/nilfs2/inode.c,nilfs_new_inode,,,Use After Free,CWE-119,fs/nilfs2/inode.c,nilfs_new_inode
CVE-2022-40982,torvalds/linux,8974eb588283b7d44a7c91fa09fcbaf380339f3a,arch/x86/kernel/cpu/bugs.c,mmio_stale_data_show_state,,,Information Exposure,CWE-203,arch/x86/kernel/cpu/bugs.c,gds_show_state
CVE-2022-42329,torvalds/linux,74e7e1efdad45580cc3839f2a155174cf158f9b5,drivers/net/wireless/mediatek/mt76/agg-rx.c,mt76_rx_aggr_reorder,,,Deadlock,CWE-667,drivers/net/xen-netback/interface.c,xenvif_start_xmit
CVE-2022-4269,torvalds/linux,ca22da2fbd693b54dc8e3b7b54ccc9f7e9ba3640,drivers/net/ifb.c,ifb_ri_tasklet,,,Deadlock,CWE-833,net/sched/act_mirred.c,tcf_mirred_forward
CVE-2022-42895,torvalds/linux,b1a2cd50c0357f243b7435a732b4e62ba3157a2e,net/bluetooth/l2cap_core.c,l2cap_parse_conf_rsp,,,Uninitialized Use,CWE-824,net/bluetooth/l2cap_core.c,l2cap_parse_conf_req
CVE-2022-45886,torvalds/linux,4172385b0c9ac366dcab78eda48c26814b87ed1a,drivers/media/dvb-core/dvb_frontend.c,dvb_frontend_release,,,Use After Free,CWE-362,drivers/media/dvb-core/dvb_net.c,dvb_net_close
CVE-2022-45886,torvalds/linux,4172385b0c9ac366dcab78eda48c26814b87ed1a,drivers/media/dvb-core/dvb_frontend.c,dvb_frontend_open,,,Use After Free,CWE-362,drivers/media/dvb-core/dvb_net.c,dvb_net_close
CVE-2022-45919,torvalds/linux,280a8ab81733da8bc442253c700a52c4c0886ffd,drivers/media/dvb-core/dvb_ca_en50221.c,dvb_ca_en50221_io_do_ioctl,,,Use After Free,CWE-416,drivers/media/dvb-core/dvb_ca_en50221.c,dvb_ca_en50221_io_open
CVE-2022-47520,torvalds/linux,cd21d99e595ec1d8721e1058dcdd4f1f7de1d793,drivers/net/wireless/ath/ath6kl/cfg80211.c,ath6kl_get_rsn_capab,,,Out-of-bounds Read,CWE-125,drivers/net/wireless/microchip/wilc1000/hif.c,wilc_parse_join_bss_param
CVE-2022-47943,torvalds/linux,ac60778b87e45576d7bfdbd6f53df902654e6f09,fs/smb/server/smb2pdu.c,smb2_write_pipe,TP,,Out-of-bounds Read,CWE-125,fs/ksmbd/smb2pdu.c,smb2_write
CVE-2022-47943,torvalds/linux,ac60778b87e45576d7bfdbd6f53df902654e6f09,fs/smb/client/cifssmb.c,CIFSSMBRead,,,Out-of-bounds Read,CWE-125,fs/ksmbd/smb2misc.c,smb2_get_data_area_len
CVE-2022-48619,torvalds/linux,409353cbe9fe48f6bc196114c442b1cff05a39bc,drivers/input/input.c,input_set_abs_params,,,Buffer Overflow,CWE-755,drivers/input/input.c,input_set_capability
CVE-2022-48628,torvalds/linux,e3dfcab2080dc1f9a4b09cc1327361bc2845bfcd,fs/ceph/mds_client.c,handle_reply,,,Use After Free,CWE-416,fs/ceph/caps.c,ceph_handle_caps
CVE-2023-0386,torvalds/linux,4f11ada10d0ad3fd53e2bd67806351de63a4f9c3,fs/overlayfs/dir.c,ovl_clear_empty,FP,,Privilege Escalation,CWE-282,fs/overlayfs/copy_up.c,ovl_copy_up_one
CVE-2023-0469,torvalds/linux,9d94c04c0db024922e886c9fd429659f22f48ea4,io_uring/filetable.c,io_fixed_fd_install,,,Use After Free,CWE-191,io_uring/filetable.c,io_install_fixed_file
CVE-2023-1079,torvalds/linux,4ab3a086d10eeec1424f2e8a968827a6336203df,drivers/hid/hid-gt683r.c,mode_store,,,Use After Free,CWE-416,drivers/hid/hid-asus.c,asus_schedule_work
CVE-2023-1079,torvalds/linux,4ab3a086d10eeec1424f2e8a968827a6336203df,drivers/video/backlight/adp8870_bl.c,adp8870_led_set,,,Use After Free,CWE-416,drivers/hid/hid-asus.c,asus_kbd_backlight_set
CVE-2023-1206,torvalds/linux,d11b0df7ddf1831f3e170972f43186dad520bfcc,include/net/ipv6.h,ip6_make_flowlabel,,,Resource Exhaustion,CWE-400,include/net/ipv6.h,ip6_make_flowlabel
CVE-2023-1252,torvalds/linux,9a254403760041528bc8f69fe2f5e1ef86950991,drivers/target/target_core_file.c,fd_execute_rw_aio,,,Use After Free,CWE-416,fs/overlayfs/file.c,ovl_read_iter
CVE-2023-2002,torvalds/linux,25c150ac103a4ebeed0319994c742a90634ddf18,net/bluetooth/hci_sock.c,hci_sock_bind,FP,,Authorization Bypass,CWE-863,net/bluetooth/hci_sock.c,hci_sock_ioctl
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00,drivers/net/netdevsim/fib.c,nsim_fib_event_work,,,Resource Leak,CWE-911,drivers/net/netdevsim/fib.c,nsim_fib_flush_work
CVE-2023-2019,torvalds/linux,180a6a3ee60a7cb69ed1232388460644f6a21f00,drivers/net/ethernet/mellanox/mlxsw/spectrum_router.c,mlxsw_sp_router_fib_event,,,Resource Leak,CWE-911,drivers/net/netdevsim/fib.c,nsim_fib_event_schedule_work
CVE-2023-20593,torvalds/linux,522b1d69219d8f083173819fde04f994aa051a98,arch/x86/kernel/cpu/amd.c,init_spectral_chicken,,,Information Exposure,CWE-209,arch/x86/kernel/cpu/amd.c,amd_check_microcode
CVE-2023-20928,torvalds/linux,a43cfc87caaf46710c8027a8c23b8a55f1078f19,drivers/android/binder_alloc.c,binder_alloc_deferred_release,,,Use After Free,CWE-416,drivers/android/binder_alloc.c,binder_alloc_deferred_release
CVE-2023-23002,torvalds/linux,6845667146a28c09b5dfc401c1ad112374087944,drivers/net/wireless/microchip/wilc1000/spi.c,wilc_parse_gpios,,,Null Pointer Dereference,CWE-476,drivers/bluetooth/hci_qca.c,qca_serdev_probe
CVE-2023-2513,torvalds/linux,67d7d8ad99beccd9fe92d585b87f1760dc9018e3,fs/ext4/xattr.c,ext4_expand_extra_isize_ea,,,Buffer Overflow,CWE-416,fs/ext4/xattr.c,ext4_xattr_ibody_set
CVE-2023-28328,torvalds/linux,0ed554fd769a19ea8464bb83e9ac201002ef74ad,drivers/media/usb/dvb-usb-v2/rtl28xxu.c,rtl28xxu_i2c_xfer,,,Null Pointer Dereference,CWE-476,drivers/media/usb/dvb-usb/az6027.c,az6027_i2c_xfer
CVE-2023-28328,torvalds/linux,0ed554fd769a19ea8464bb83e9ac201002ef74ad,drivers/media/usb/dvb-usb/dib0700_core.c,dib0700_i2c_xfer_new,,,Null Pointer Dereference,CWE-476,drivers/media/usb/dvb-usb/az6027.c,az6027_i2c_xfer
CVE-2023-3106,torvalds/linux,1ba5bf993c6a3142e18e68ea6452b347f9cb5635,net/xfrm/xfrm_user.c,xfrm_dump_policy_done,,,Null Pointer Dereference,CWE-476,net/xfrm/xfrm_user.c,xfrm_dump_sa_done
CVE-2023-31248,torvalds/linux,515ad530795c118f012539ed76d02bacfd426d89,net/netfilter/nf_tables_api.c,nft_rule_lookup_byid,,,Use After Free,CWE-416,net/netfilter/nf_tables_api.c,nft_chain_lookup_byid
CVE-2023-32233,torvalds/linux,c1592a89942e9678f7d9c8030efa777c0d57edab,net/netfilter/nf_tables_api.c,nf_tables_deactivate_flowtable,,,Use After Free,CWE-416,net/netfilter/nf_tables_api.c,nf_tables_deactivate_set
CVE-2023-33250,torvalds/linux,dbe245cdf5189e88d680379ed13901356628b650,drivers/iommu/iommufd/selftest.c,__iommufd_test_syz_conv_iova,,,Use After Free,CWE-416,drivers/iommu/iommufd/device.c,iommufd_access_unpin_pages
CVE-2023-3611,torvalds/linux,3e337087c3b5805fe0b8a46ba622a962880b5d64,net/sched/sch_qfq.c,qfq_change_class,,,Buffer Overflow,CWE-787,net/sched/sch_qfq.c,qfq_change_agg
CVE-2023-37453,torvalds/linux,ff33299ec8bb80cdcc073ad9c506bd79bb2ed20b,drivers/usb/core/hcd.c,register_root_hub,,,Race Condition,CWE-125,drivers/usb/core/hub.c,hub_port_init
CVE-2023-3812,torvalds/linux,363a5328f4b0517e59572118ccfb7c626d81dca9,net/iucv/af_iucv.c,alloc_iucv_recv_skb,,,Buffer Overflow,CWE-416,drivers/net/tun.c,tun_napi_alloc_frags
CVE-2023-3812,torvalds/linux,363a5328f4b0517e59572118ccfb7c626d81dca9,drivers/net/ethernet/myricom/myri10ge/myri10ge.c,myri10ge_rx_done,,,Buffer Overflow,CWE-416,drivers/net/tun.c,tun_napi_alloc_frags
CVE-2023-4132,torvalds/linux,6f489a966fbeb0da63d45c2c66a8957eab604bf6,drivers/net/usb/lan78xx.c,lan78xx_stop,,,Uninitialized Use,CWE-416,drivers/media/usb/siano/smsusb.c,smsusb_stop_streaming
CVE-2023-4155,torvalds/linux,7588dbcebcbf0193ab5b76987396d0254270b04a,arch/x86/kvm/svm/sev.c,sev_handle_vmgexit,,,Race Condition,CWE-367,arch/x86/kvm/svm/sev.c,kvm_ghcb_get_sw_exit_code
CVE-2023-4155,torvalds/linux,7588dbcebcbf0193ab5b76987396d0254270b04a,arch/x86/kvm/svm/sev.c,sev_es_validate_vmgexit,,,Race Condition,CWE-367,arch/x86/kvm/svm/sev.c,kvm_ghcb_get_sw_exit_code
CVE-2023-45863,torvalds/linux,3bb2a01caa813d3a1845d378bbe4169ef280d394,fs/configfs/symlink.c,fill_item_path,,,Race Condition,CWE-787,lib/kobject.c,fill_kobj_path
CVE-2023-45863,torvalds/linux,3bb2a01caa813d3a1845d378bbe4169ef280d394,fs/kernfs/symlink.c,kernfs_get_target_path,,,Race Condition,CWE-787,lib/kobject.c,fill_kobj_path
CVE-2023-45871,torvalds/linux,bb5ed01cd2428cd25b1c88a3a9cba87055eb289f,drivers/net/ethernet/intel/ixgbevf/ixgbevf_main.c,ixgbevf_set_rx_buffer_len,,,Buffer Overflow,CWE-131,drivers/net/ethernet/intel/igb/igb_main.c,igb_set_rx_buffer_len
CVE-2023-4732,torvalds/linux,8f34f1eac3820fc2722e5159acceb22545b30b0d,mm/huge_memory.c,copy_huge_pmd,,,Logic Error,CWE-362,mm/huge_memory.c,copy_huge_pmd
CVE-2023-52448,torvalds/linux,8877243beafa7c6bfc42022cbfdf9e39b25bd4fa,fs/gfs2/rgrp.c,gfs2_rgrp_go_instantiate,,,Null Pointer Dereference,CWE-476,fs/gfs2/rgrp.c,gfs2_rgrp_dump
CVE-2023-52455,torvalds/linux,bb57f6705960bebeb832142ce9abf43220c3eab1,drivers/iommu/amd/iommu.c,amd_iommu_get_resv_regions,,,Improper Validation,CWE-20,drivers/iommu/of_iommu.c,of_iommu_get_resv_regions
CVE-2023-52467,torvalds/linux,41673c66b3d0c09915698fec5c13b24336f18dd1,drivers/soc/ti/pruss.c,pruss_cfg_of_init,,,Null Pointer Dereference,CWE-476,drivers/mfd/syscon.c,of_syscon_register
CVE-2023-52467,torvalds/linux,41673c66b3d0c09915698fec5c13b24336f18dd1,drivers/clk/versatile/clk-icst.c,of_syscon_icst_setup,,,Null Pointer Dereference,CWE-476,drivers/mfd/syscon.c,of_syscon_register
CVE-2023-52476,torvalds/linux,e53899771a02f798d436655efbd9d4b46c0f9265,arch/x86/events/intel/ds.c,intel_pmu_pebs_fixup_ip,,,Null Pointer Dereference,CWE-476,arch/x86/events/utils.c,get_branch_type
CVE-2023-52493,torvalds/linux,01bd694ac2f682fb8017e16148b928482bc8fa4b,drivers/bus/mhi/ep/main.c,mhi_ep_process_cmd_ring,,,Deadlock,CWE-667,drivers/bus/mhi/host/main.c,parse_xfer_event
CVE-2023-52498,torvalds/linux,7839d0078e0d5e6cc2fa0b0dfbee71de74f1e557,drivers/base/power/main.c,device_suspend,,,Deadlock,CWE-667,drivers/base/power/main.c,__device_resume
CVE-2023-52498,torvalds/linux,7839d0078e0d5e6cc2fa0b0dfbee71de74f1e557,drivers/base/power/main.c,dpm_noirq_resume_devices,,,Deadlock,CWE-667,drivers/base/power/main.c,dpm_noirq_resume_devices
CVE-2023-52498,torvalds/linux,7839d0078e0d5e6cc2fa0b0dfbee71de74f1e557,drivers/base/power/main.c,dpm_resume_early,,,Deadlock,CWE-667,drivers/base/power/main.c,dpm_resume_early
CVE-2023-52504,torvalds/linux,d35652a5fc9944784f6f50a5c979518ff8dacf61,arch/loongarch/kernel/alternative.c,apply_alternatives,,,Logic Error,CWE-125,arch/x86/kernel/alternative.c,apply_alternatives
CVE-2023-52513,torvalds/linux,53a3f777049771496f791504e7dc8ef017cba590,drivers/infiniband/sw/siw/siw_cm.c,siw_cm_llp_state_change,,,Null Pointer Dereference,CWE-476,drivers/infiniband/sw/siw/siw_cm.c,siw_cm_llp_data_ready
CVE-2023-52513,torvalds/linux,53a3f777049771496f791504e7dc8ef017cba590,drivers/infiniband/hw/erdma/erdma_cm.c,erdma_cm_llp_data_ready,,,Null Pointer Dereference,CWE-476,drivers/infiniband/sw/siw/siw_cm.c,siw_cm_llp_data_ready
CVE-2023-52513,torvalds/linux,53a3f777049771496f791504e7dc8ef017cba590,drivers/infiniband/hw/erdma/erdma_cm.c,erdma_cm_llp_state_change,,,Null Pointer Dereference,CWE-476,drivers/infiniband/sw/siw/siw_cm.c,siw_cm_llp_data_ready
CVE-2023-52517,torvalds/linux,1f11f4202caf5710204d334fe63392052783876d,drivers/spi/spi-uniphier.c,uniphier_spi_transfer_one_dma,,,Race Condition,CWE-362,drivers/spi/spi-sun6i.c,sun6i_spi_prepare_dma
CVE-2023-52517,torvalds/linux,1f11f4202caf5710204d334fe63392052783876d,drivers/spi/spi-davinci.c,davinci_spi_bufs,,,Race Condition,CWE-362,drivers/spi/spi-sun6i.c,sun6i_spi_prepare_dma
CVE-2023-52517,torvalds/linux,1f11f4202caf5710204d334fe63392052783876d,drivers/spi/spi-sun4i.c,sun4i_spi_handler,,,Race Condition,CWE-362,drivers/spi/spi-sun6i.c,sun6i_spi_handler
CVE-2023-52518,torvalds/linux,b938790e70540bf4f2e653dcd74b232494d06c8f,net/bluetooth/hci_core.c,hci_dev_reset,,,Memory Leak,CWE-770,net/bluetooth/hci_sync.c,hci_dev_close_sync
CVE-2023-52524,torvalds/linux,dfc7f7a988dad34c3bf4c053124fb26aa6c5f916,drivers/mtd/nand/raw/omap_elm.c,elm_probe,,,Race Condition,CWE-667,net/nfc/llcp_core.c,nfc_llcp_register_device
CVE-2023-52530,torvalds/linux,31db78a4923ef5e2008f2eed321811ca79e7f71b,net/mac80211/key.c,ieee80211_gtk_rekey_add,,,Use After Free,CWE-416,net/mac80211/cfg.c,ieee80211_add_key
CVE-2023-52568,torvalds/linux,c6c2adcba50c2622ed25ba5d5e7f05f584711358,arch/x86/kernel/cpu/sgx/encl.c,sgx_encl_eaug_page,,,Null Pointer Dereference,CWE-476,arch/x86/kernel/cpu/sgx/encl.c,sgx_encl_load_secs
CVE-2023-52572,torvalds/linux,d527f51331cace562393a8038d870b3e9916686f,fs/smb/client/transport.c,SendReceive,,,Use After Free,CWE-416,fs/smb/client/transport.c,wait_for_response
CVE-2023-52572,torvalds/linux,d527f51331cace562393a8038d870b3e9916686f,fs/smb/client/transport.c,SendReceiveBlockingLock,,,Use After Free,CWE-416,fs/smb/client/transport.c,wait_for_response
CVE-2023-52572,torvalds/linux,d527f51331cace562393a8038d870b3e9916686f,fs/smb/client/smb2ops.c,handle_read_data,,,Use After Free,CWE-416,fs/smb/client/transport.c,wait_for_response
CVE-2023-52572,torvalds/linux,d527f51331cace562393a8038d870b3e9916686f,fs/smb/client/smb2pdu.c,smb2_readv_callback,,,Use After Free,CWE-416,fs/smb/client/transport.c,cifs_sync_mid_result
CVE-2023-52576,torvalds/linux,34cf99c250d5cd2530b93a57b0de31d3aaf8685b,security/integrity/ima/ima_kexec.c,ima_load_kexec_buffer,,,Use After Free,CWE-416,arch/x86/kernel/setup.c,ima_free_kexec_buffer
CVE-2023-52586,torvalds/linux,45284ff733e4caf6c118aae5131eb7e7cf3eea5a,drivers/gpu/drm/msm/disp/dpu1/dpu_encoder_phys_wb.c,dpu_encoder_phys_wb_irq_enable,,,Race Condition,CWE-362,drivers/gpu/drm/msm/disp/dpu1/dpu_encoder_phys_vid.c,dpu_encoder_phys_vid_control_vblank_irq
CVE-2023-52594,torvalds/linux,2adc886244dff60f948497b59affb6c6ebb3c348,drivers/gpu/drm/display/drm_dp_mst_topology.c,drm_dp_decode_sideband_req,,,Out-of-bounds Read,CWE-129,drivers/net/wireless/ath/ath9k/htc_drv_txrx.c,ath9k_htc_txstatus
CVE-2023-52595,torvalds/linux,a11d965a218f0cd95b13fe44d0bcd8a20ce134a8,drivers/net/wireless/ralink/rt2x00/rt2x00dev.c,rt2x00lib_suspend,,,Deadlock,CWE-667,drivers/net/wireless/ralink/rt2x00/rt2x00dev.c,rt2x00lib_disable_radio
CVE-2023-52595,torvalds/linux,a11d965a218f0cd95b13fe44d0bcd8a20ce134a8,drivers/net/wireless/ralink/rt2x00/rt2x00mac.c,rt2x00mac_start,,,Deadlock,CWE-667,drivers/net/wireless/ralink/rt2x00/rt2x00dev.c,rt2x00lib_start
CVE-2023-52595,torvalds/linux,a11d965a218f0cd95b13fe44d0bcd8a20ce134a8,drivers/net/wireless/ralink/rt2x00/rt2x00dev.c,rt2x00lib_probe_dev,,,Deadlock,CWE-667,drivers/net/wireless/ralink/rt2x00/rt2x00dev.c,rt2x00lib_start
CVE-2023-52596,torvalds/linux,315552310c7de92baea4e570967066569937a843,fs/proc/proc_sysctl.c,register_sysctl_mount_point,,,Out-of-bounds Read,CWE-787,fs/proc/proc_sysctl.c,register_sysctl_mount_point
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,fs/jfs/jfs_imap.c,diFree,TP,,Buffer Overflow,CWE-129,fs/jfs/jfs_imap.c,diNewExt
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,fs/jfs/jfs_imap.c,diExtendFS,TP,,Buffer Overflow,CWE-129,fs/jfs/jfs_imap.c,diNewExt
CVE-2023-52599,torvalds/linux,49f9637aafa6e63ba686c13cb8549bf5e6920402,fs/jfs/jfs_imap.c,diAllocBit,,,Buffer Overflow,CWE-129,fs/jfs/jfs_imap.c,diNewExt
CVE-2023-52606,torvalds/linux,8f9abaa6d7de0a70fc68acaedce290c1f96e2e59,arch/powerpc/lib/sstep.c,do_vsx_store,FP,,Buffer Overflow,CWE-770,arch/powerpc/lib/sstep.c,do_fp_store
CVE-2023-52611,torvalds/linux,00384f565a91c08c4bedae167f749b093d10e3fe,drivers/net/wireless/ath/ath10k/sdio.c,ath10k_sdio_read,,,Buffer Overflow,CWE-120,drivers/net/wireless/realtek/rtw88/sdio.c,rtw_sdio_read_port
CVE-2023-52617,torvalds/linux,df25461119d987b8c81d232cfe4411e91dcabe66,drivers/ptp/ptp_ocp.c,ptp_ocp_device_init,,,Use After Free,CWE-459,drivers/pci/switch/switchtec.c,stdev_create
CVE-2023-52617,torvalds/linux,df25461119d987b8c81d232cfe4411e91dcabe66,drivers/vdpa/solidrun/snet_main.c,snet_vdpa_probe_vf,,,Use After Free,CWE-459,drivers/pci/switch/switchtec.c,stdev_create
CVE-2023-52617,torvalds/linux,df25461119d987b8c81d232cfe4411e91dcabe66,drivers/s390/net/ism_drv.c,ism_probe,,,Use After Free,CWE-459,drivers/pci/switch/switchtec.c,stdev_create
CVE-2023-52623,torvalds/linux,31b62908693c90d4d07db597e685d9f25a120073,net/sunrpc/xprtmultipath.c,xprt_switch_find_next_entry,,,Race Condition,CWE-22,net/sunrpc/xprtmultipath.c,rpc_xprt_switch_has_addr
CVE-2023-52623,torvalds/linux,31b62908693c90d4d07db597e685d9f25a120073,net/sunrpc/xprtmultipath.c,xprt_switch_find_first_entry_offline,,,Race Condition,CWE-22,net/sunrpc/xprtmultipath.c,rpc_xprt_switch_has_addr
CVE-2023-52623,torvalds/linux,31b62908693c90d4d07db597e685d9f25a120073,net/sunrpc/xprtmultipath.c,xprt_switch_find_first_entry,,,Race Condition,CWE-22,net/sunrpc/xprtmultipath.c,rpc_xprt_switch_has_addr
CVE-2023-52623,torvalds/linux,31b62908693c90d4d07db597e685d9f25a120073,net/sunrpc/xprtmultipath.c,_xprt_switch_find_current_entry,,,Race Condition,CWE-22,net/sunrpc/xprtmultipath.c,rpc_xprt_switch_has_addr
CVE-2023-52624,torvalds/linux,e5ffd1263dd5b44929c676171802e7b6af483f21,drivers/gpu/drm/amd/display/dc/dc_dmub_srv.c,dc_wake_and_execute_dmub_cmd_list,,,Logic Error,CWE-77,drivers/gpu/drm/amd/display/dc/dc_dmub_srv.c,dc_wake_and_execute_gpint
CVE-2023-52624,torvalds/linux,e5ffd1263dd5b44929c676171802e7b6af483f21,drivers/gpu/drm/amd/display/dc/core/dc_stat.c,dc_stat_get_dmub_dataout,,,Logic Error,CWE-77,drivers/gpu/drm/amd/display/dc/dce/dmub_psr.c,dmub_psr_get_residency
CVE-2023-52624,torvalds/linux,e5ffd1263dd5b44929c676171802e7b6af483f21,drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm.c,dm_dmub_get_vbios_bounding_box,,,Logic Error,CWE-77,drivers/gpu/drm/amd/display/amdgpu_dm/amdgpu_dm_debugfs.c,dmub_trace_mask_set
CVE-2023-52632,torvalds/linux,2a9de42e8d3c82c6990d226198602be44f43f340,drivers/gpu/drm/amd/amdkfd/kfd_svm.c,svm_range_restore_work,,,Deadlock,CWE-667,drivers/gpu/drm/amd/amdkfd/kfd_svm.c,svm_range_deferred_list_work
CVE-2023-52632,torvalds/linux,2a9de42e8d3c82c6990d226198602be44f43f340,drivers/gpu/drm/amd/amdkfd/kfd_svm.c,svm_range_evict_svm_bo_worker,,,Deadlock,CWE-667,drivers/gpu/drm/amd/amdkfd/kfd_svm.c,svm_range_deferred_list_work
CVE-2023-52632,torvalds/linux,2a9de42e8d3c82c6990d226198602be44f43f340,drivers/gpu/drm/amd/amdgpu/amdgpu_amdkfd_gpuvm.c,amdgpu_amdkfd_restore_userptr_worker,,,Deadlock,CWE-667,drivers/gpu/drm/amd/amdkfd/kfd_svm.c,svm_range_deferred_list_work
CVE-2023-52635,torvalds/linux,aed5ed595960c6d301dcd4ed31aeaa7a8054c0c6,drivers/devfreq/devfreq.c,devfreq_monitor_start,,,Race Condition,CWE-835,drivers/devfreq/devfreq.c,devfreq_monitor
CVE-2023-6040,torvalds/linux,f1082dd31fe461d482d69da2a8eccfeb7bf07ac2,net/netfilter/nf_tables_api.c,nf_tables_deltable,,,Out-of-bounds Read,CWE-125,net/netfilter/nf_tables_api.c,nf_tables_newtable
CVE-2023-6040,torvalds/linux,f1082dd31fe461d482d69da2a8eccfeb7bf07ac2,net/netfilter/nf_tables_api.c,nf_tables_newobj,,,Out-of-bounds Read,CWE-125,net/netfilter/nf_tables_api.c,nft_supported_family
CVE-2023-6040,torvalds/linux,f1082dd31fe461d482d69da2a8eccfeb7bf07ac2,net/netfilter/nf_tables_api.c,nf_tables_delrule,,,Out-of-bounds Read,CWE-125,net/netfilter/nf_tables_api.c,nft_supported_family
CVE-2023-6040,torvalds/linux,f1082dd31fe461d482d69da2a8eccfeb7bf07ac2,net/netfilter/nf_tables_api.c,nf_tables_delflowtable,,,Out-of-bounds Read,CWE-125,net/netfilter/nf_tables_api.c,nf_tables_newtable
CVE-2023-6111,torvalds/linux,93995bf4af2c5a99e2a87f0cd5ce547d31eb7630,net/netfilter/nf_tables_api.c,nft_trans_gc_catchall_sync,,,Use After Free,CWE-416,net/netfilter/nf_tables_api.c,nft_setelem_catchall_destroy
CVE-2023-6111,torvalds/linux,93995bf4af2c5a99e2a87f0cd5ce547d31eb7630,net/netfilter/nf_tables_api.c,nft_trans_gc_catchall_async,TP,,Use After Free,CWE-416,net/netfilter/nf_tables_api.c,nft_trans_gc_catchall
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a,net/netfilter/nft_set_pipapo.c,nft_pipapo_do_walk,TP,,Use After Free,CWE-416,net/netfilter/nft_set_pipapo.c,nft_pipapo_walk
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a,net/netfilter/nft_set_bitmap.c,nft_bitmap_walk,FP,,Use After Free,CWE-416,net/netfilter/nft_set_pipapo.c,nft_pipapo_walk
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a,net/netfilter/nft_set_rbtree.c,nft_rbtree_walk,FP,,Use After Free,CWE-416,net/netfilter/nft_set_pipapo.c,nft_pipapo_walk
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a,net/netfilter/nft_set_hash.c,nft_rhash_walk,FP,,Use After Free,CWE-416,net/netfilter/nft_set_pipapo.c,nft_pipapo_walk
CVE-2023-6817,torvalds/linux,317eb9685095678f2c9f5a8189de698c5354316a,net/netfilter/nft_set_hash.c,nft_hash_walk,FP,,Use After Free,CWE-416,net/netfilter/nft_set_pipapo.c,nft_pipapo_walk
CVE-2024-0582,torvalds/linux,c392cbecd8eca4c53f2bf508731257d9d0a21c2d,io_uring/io_uring.c,io_ring_ctx_free,,,Use After Free,CWE-416,io_uring/io_uring.c,io_ring_ctx_free
